,,DELAY_YES,DELAY_NO,TOTAL,DELAY_TO_NO_DELAY_RATIO,DELAY_PROB,DelayScore
INL,2,8.0,39.0,47.0,0.20512820512820512,0.1702127659574468,3
ISN,2,21.0,84.0,105.0,0.25,0.2,4
ISP,2,25.0,110.0,135.0,0.22727272727272727,0.18518518518518517,3
ITH,2,18.0,55.0,73.0,0.32727272727272727,0.2465753424657534,5
ITO,2,3.0,25.0,28.0,0.12,0.10714285714285714,2
JAC,2,46.0,213.0,259.0,0.215962441314554,0.1776061776061776,3
JAN,2,88.0,448.0,536.0,0.19642857142857142,0.16417910447761194,2
JAX,2,302.0,1347.0,1649.0,0.22420193021529325,0.18314129775621588,3
JFK,2,663.0,3964.0,4627.0,0.167255297679112,0.14328938837259564,2
JLN,2,16.0,47.0,63.0,0.3404255319148936,0.25396825396825395,5
JMS,2,6.0,42.0,48.0,0.14285714285714285,0.125,2
JNU,2,11.0,49.0,60.0,0.22448979591836735,0.18333333333333332,3
KOA,2,42.0,347.0,389.0,0.12103746397694524,0.10796915167095116,2
KTN,2,33.0,50.0,83.0,0.66,0.39759036144578314,5
LAN,2,52.0,186.0,238.0,0.27956989247311825,0.2184873949579832,4
LAR,2,7.0,38.0,45.0,0.18421052631578946,0.15555555555555556,2
LAS,2,1247.0,5048.0,6295.0,0.2470285261489699,0.19809372517871326,3
LAW,2,22.0,65.0,87.0,0.3384615384615385,0.25287356321839083,5
LAX,2,1762.0,7591.0,9353.0,0.23211698063496244,0.18838875227199828,3
LBB,2,72.0,237.0,309.0,0.3037974683544304,0.23300970873786409,4
LBE,2,4.0,22.0,26.0,0.18181818181818182,0.15384615384615385,2
LBF,2,6.0,41.0,47.0,0.14634146341463414,0.1276595744680851,2
LBL,2,4.0,16.0,20.0,0.25,0.2,4
LCH,2,29.0,100.0,129.0,0.29,0.2248062015503876,4
LEX,2,119.0,477.0,596.0,0.24947589098532494,0.19966442953020133,4
LFT,2,58.0,271.0,329.0,0.2140221402214022,0.1762917933130699,3
LGA,2,1321.0,4645.0,5966.0,0.2843918191603875,0.22142138786456586,4
LGB,2,135.0,420.0,555.0,0.32142857142857145,0.24324324324324326,5
LIH,2,30.0,317.0,347.0,0.0946372239747634,0.08645533141210375,2
LIT,2,167.0,583.0,750.0,0.2864493996569468,0.22266666666666668,4
LNK,2,34.0,100.0,134.0,0.34,0.2537313432835821,5
LRD,2,44.0,140.0,184.0,0.3142857142857143,0.2391304347826087,5
LSE,2,33.0,109.0,142.0,0.30275229357798167,0.2323943661971831,4
LYH,2,13.0,40.0,53.0,0.325,0.24528301886792453,5
MAF,2,121.0,425.0,546.0,0.2847058823529412,0.2216117216117216,4
MBS,2,30.0,156.0,186.0,0.19230769230769232,0.16129032258064516,2
MCI,2,545.0,2344.0,2889.0,0.23250853242320818,0.1886465905157494,3
MCO,2,1031.0,5047.0,6078.0,0.20427977016049137,0.1696281671602501,2
MDT,2,62.0,356.0,418.0,0.17415730337078653,0.14832535885167464,2
MDW,2,447.0,1877.0,2324.0,0.23814597762386788,0.1923407917383821,3
MEI,2,8.0,19.0,27.0,0.42105263157894735,0.2962962962962963,5
MEM,2,278.0,1170.0,1448.0,0.2376068376068376,0.1919889502762431,3
MFE,2,77.0,229.0,306.0,0.33624454148471616,0.25163398692810457,5
MFR,2,57.0,190.0,247.0,0.3,0.23076923076923078,4
MGM,2,65.0,232.0,297.0,0.2801724137931034,0.21885521885521886,4
MHK,2,42.0,83.0,125.0,0.5060240963855421,0.336,5
MHT,2,93.0,461.0,554.0,0.2017353579175705,0.16787003610108303,2
MIA,2,596.0,3979.0,4575.0,0.14978637848705706,0.13027322404371586,2
MKE,2,356.0,1532.0,1888.0,0.23237597911227154,0.1885593220338983,3
MKG,2,14.0,32.0,46.0,0.4375,0.30434782608695654,5
MLB,2,23.0,172.0,195.0,0.13372093023255813,0.11794871794871795,2
MLI,2,76.0,245.0,321.0,0.31020408163265306,0.2367601246105919,5
MLU,2,38.0,175.0,213.0,0.21714285714285714,0.1784037558685446,3
MMH,2,9.0,17.0,26.0,0.5294117647058824,0.34615384615384615,5
MOB,2,93.0,393.0,486.0,0.2366412213740458,0.19135802469135801,3
MOT,2,30.0,148.0,178.0,0.20270270270270271,0.16853932584269662,2
MQT,2,17.0,58.0,75.0,0.29310344827586204,0.22666666666666666,4
MRY,2,40.0,208.0,248.0,0.19230769230769232,0.16129032258064516,2
MSN,2,131.0,584.0,715.0,0.2243150684931507,0.18321678321678322,3
MSO,2,6.0,29.0,35.0,0.20689655172413793,0.17142857142857143,3
MSP,2,829.0,4351.0,5180.0,0.19053091243392323,0.16003861003861003,2
MSY,2,541.0,2582.0,3123.0,0.20952749806351664,0.17323086775536342,3
MTJ,2,39.0,149.0,188.0,0.26174496644295303,0.2074468085106383,4
MYR,2,80.0,346.0,426.0,0.23121387283236994,0.18779342723004694,3
OAJ,2,52.0,155.0,207.0,0.33548387096774196,0.25120772946859904,5
OAK,2,343.0,1441.0,1784.0,0.238029146426093,0.1922645739910314,3
OGD,2,1.0,15.0,16.0,0.06666666666666667,0.0625,2
OGG,2,48.0,576.0,624.0,0.08333333333333333,0.07692307692307693,2
OKC,2,257.0,1027.0,1284.0,0.25024342745861733,0.20015576323987538,4
OMA,2,330.0,1158.0,1488.0,0.2849740932642487,0.2217741935483871,4
ONT,2,218.0,684.0,902.0,0.31871345029239767,0.24168514412416853,5
ORD,2,1675.0,7251.0,8926.0,0.2310026203282306,0.18765404436477706,3
ORF,2,262.0,916.0,1178.0,0.28602620087336245,0.22241086587436332,4
ORH,2,6.0,20.0,26.0,0.3,0.23076923076923078,4
OTH,2,2.0,13.0,15.0,0.15384615384615385,0.13333333333333333,2
PAH,2,13.0,35.0,48.0,0.37142857142857144,0.2708333333333333,5
PBI,2,314.0,1658.0,1972.0,0.18938480096501809,0.1592292089249493,2
PDX,2,450.0,2277.0,2727.0,0.1976284584980237,0.16501650165016502,2
PHF,2,36.0,158.0,194.0,0.22784810126582278,0.18556701030927836,3
PHL,2,597.0,3364.0,3961.0,0.17746730083234244,0.15071951527392072,2
PHX,2,2043.0,3834.0,5877.0,0.5328638497652582,0.34762633996937214,5
PIA,2,77.0,252.0,329.0,0.3055555555555556,0.23404255319148937,4
PIB,2,9.0,18.0,27.0,0.5,0.3333333333333333,5
PIE,2,,8.0,,,,5
PIT,2,457.0,2364.0,2821.0,0.19331641285956006,0.1619992910315491,2
PLN,2,6.0,37.0,43.0,0.16216216216216217,0.13953488372093023,2
PNS,2,79.0,472.0,551.0,0.1673728813559322,0.14337568058076225,2
PSC,2,55.0,216.0,271.0,0.25462962962962965,0.2029520295202952,4
PSE,2,8.0,46.0,54.0,0.17391304347826086,0.14814814814814814,2
PSP,2,198.0,683.0,881.0,0.28989751098096633,0.22474460839954596,4
PUB,2,11.0,37.0,48.0,0.2972972972972973,0.22916666666666666,4
PVD,2,179.0,717.0,896.0,0.2496513249651325,0.19977678571428573,4
PVU,2,5.0,34.0,39.0,0.14705882352941177,0.1282051282051282,2
PWM,2,100.0,474.0,574.0,0.2109704641350211,0.17421602787456447,3
RAP,2,55.0,138.0,193.0,0.39855072463768115,0.2849740932642487,5
RDD,2,11.0,67.0,78.0,0.16417910447761194,0.14102564102564102,2
RDM,2,25.0,161.0,186.0,0.15527950310559005,0.13440860215053763,2
RDU,2,496.0,2653.0,3149.0,0.1869581605729363,0.15751032073674182,2
RFD,2,1.0,18.0,19.0,0.05555555555555555,0.05263157894736842,1
RHI,2,4.0,50.0,54.0,0.08,0.07407407407407407,2
RIC,2,284.0,1215.0,1499.0,0.2337448559670782,0.1894596397598399,3
RKS,2,10.0,42.0,52.0,0.23809523809523808,0.19230769230769232,3
RNO,2,205.0,768.0,973.0,0.2669270833333333,0.21068859198355602,4
ROA,2,40.0,121.0,161.0,0.3305785123966942,0.2484472049689441,5
ROC,2,148.0,683.0,831.0,0.21669106881405564,0.17809867629362214,3
ROW,2,20.0,80.0,100.0,0.25,0.2,4
RST,2,61.0,156.0,217.0,0.391025641025641,0.28110599078341014,5
RSW,2,422.0,1935.0,2357.0,0.21808785529715763,0.1790411540093339,3
SAF,2,20.0,87.0,107.0,0.22988505747126436,0.18691588785046728,3
SAN,2,791.0,3056.0,3847.0,0.2588350785340314,0.2056147647517546,4
SAT,2,424.0,1655.0,2079.0,0.25619335347432026,0.20394420394420396,4
SAV,2,142.0,735.0,877.0,0.19319727891156463,0.1619156214367161,2
SBA,2,91.0,376.0,467.0,0.24202127659574468,0.1948608137044968,3
SBN,2,92.0,268.0,360.0,0.34328358208955223,0.25555555555555554,5
SBP,2,78.0,267.0,345.0,0.29213483146067415,0.22608695652173913,4
SCE,2,11.0,62.0,73.0,0.1774193548387097,0.1506849315068493,2
SCK,2,14.0,31.0,45.0,0.45161290322580644,0.3111111111111111,5
SDF,2,236.0,1010.0,1246.0,0.23366336633663368,0.18940609951845908,3
SEA,2,917.0,3794.0,4711.0,0.24169741697416974,0.19465081723625557,3
SFO,2,1374.0,5967.0,7341.0,0.2302664655605832,0.1871679607682877,3
SGF,2,116.0,438.0,554.0,0.2648401826484018,0.20938628158844766,4
SGU,2,24.0,116.0,140.0,0.20689655172413793,0.17142857142857143,3
SHV,2,93.0,401.0,494.0,0.23192019950124687,0.1882591093117409,3
SJC,2,435.0,1783.0,2218.0,0.24397083567021874,0.19612263300270513,3
SJT,2,20.0,79.0,99.0,0.25316455696202533,0.20202020202020202,4
SJU,2,245.0,837.0,1082.0,0.2927120669056153,0.22643253234750463,4
SLC,2,929.0,3368.0,4297.0,0.2758313539192399,0.2161973469862695,4
SMF,2,360.0,1713.0,2073.0,0.21015761821366025,0.1736613603473227,3
SMX,2,1.0,11.0,12.0,0.09090909090909091,0.08333333333333333,2
SNA,2,371.0,1662.0,2033.0,0.22322503008423586,0.1824889326119036,3
SPI,2,29.0,86.0,115.0,0.3372093023255814,0.25217391304347825,5
SPS,2,14.0,56.0,70.0,0.25,0.2,4
SRQ,2,78.0,390.0,468.0,0.2,0.16666666666666666,2
STC,2,1.0,6.0,7.0,0.16666666666666666,0.14285714285714285,2
STL,2,572.0,2492.0,3064.0,0.22953451043338685,0.1866840731070496,3
STS,2,20.0,86.0,106.0,0.23255813953488372,0.18867924528301888,3
STT,2,8.0,20.0,28.0,0.4,0.2857142857142857,5
STX,2,1.0,17.0,18.0,0.058823529411764705,0.05555555555555555,2
SUN,2,8.0,36.0,44.0,0.2222222222222222,0.18181818181818182,3
SUX,2,33.0,53.0,86.0,0.6226415094339622,0.38372093023255816,5
SWF,2,16.0,59.0,75.0,0.2711864406779661,0.21333333333333335,4
SWO,2,11.0,36.0,47.0,0.3055555555555556,0.23404255319148937,4
SYR,2,160.0,709.0,869.0,0.22566995768688294,0.18411967779056387,3
TLH,2,53.0,277.0,330.0,0.19133574007220217,0.1606060606060606,2
TOL,2,32.0,95.0,127.0,0.3368421052631579,0.25196850393700787,5
TPA,2,615.0,3080.0,3695.0,0.19967532467532467,0.16644113667117727,2
TRI,2,48.0,205.0,253.0,0.23414634146341465,0.18972332015810275,3
TTN,2,19.0,54.0,73.0,0.35185185185185186,0.2602739726027397,5
TUL,2,201.0,808.0,1009.0,0.24876237623762376,0.199207135777998,3
TUS,2,406.0,920.0,1326.0,0.44130434782608696,0.30618401206636503,5
TVC,2,45.0,149.0,194.0,0.30201342281879195,0.23195876288659795,4
TXK,2,11.0,54.0,65.0,0.2037037037037037,0.16923076923076924,2
TYR,2,18.0,71.0,89.0,0.2535211267605634,0.20224719101123595,4
TYS,2,217.0,729.0,946.0,0.29766803840877915,0.22938689217758984,4
UIN,2,10.0,28.0,38.0,0.35714285714285715,0.2631578947368421,5
VLD,2,12.0,61.0,73.0,0.19672131147540983,0.1643835616438356,2
VPS,2,95.0,320.0,415.0,0.296875,0.2289156626506024,4
XNA,2,209.0,674.0,883.0,0.31008902077151335,0.23669309173272934,5
YUM,2,23.0,86.0,109.0,0.26744186046511625,0.21100917431192662,4
ABE,3,39.0,217.0,256.0,0.17972350230414746,0.15234375,4
ABI,3,29.0,115.0,144.0,0.25217391304347825,0.2013888888888889,5
ABQ,3,293.0,1261.0,1554.0,0.232355273592387,0.18854568854568854,5
ABR,3,4.0,57.0,61.0,0.07017543859649122,0.06557377049180328,2
ABY,3,11.0,74.0,85.0,0.14864864864864866,0.12941176470588237,3
ACT,3,15.0,101.0,116.0,0.1485148514851485,0.12931034482758622,3
ACV,3,15.0,70.0,85.0,0.21428571428571427,0.17647058823529413,4
ACY,3,12.0,49.0,61.0,0.24489795918367346,0.19672131147540983,5
AEX,3,44.0,244.0,288.0,0.18032786885245902,0.1527777777777778,4
AGS,3,66.0,349.0,415.0,0.18911174785100288,0.15903614457831325,4
ALB,3,175.0,672.0,847.0,0.2604166666666667,0.2066115702479339,5
ALO,3,5.0,52.0,57.0,0.09615384615384616,0.08771929824561403,2
AMA,3,40.0,252.0,292.0,0.15873015873015872,0.136986301369863,3
ANC,3,113.0,510.0,623.0,0.22156862745098038,0.18138041733547353,4
APN,3,3.0,26.0,29.0,0.11538461538461539,0.10344827586206896,2
ASE,3,187.0,750.0,937.0,0.24933333333333332,0.19957310565635006,5
ATL,3,1239.0,9417.0,10656.0,0.13157056387384516,0.11627252252252253,2
ATW,3,40.0,286.0,326.0,0.13986013986013987,0.12269938650306748,2
AUS,3,538.0,3160.0,3698.0,0.17025316455696202,0.14548404542996216,3
AVL,3,75.0,398.0,473.0,0.1884422110552764,0.15856236786469344,4
AVP,3,51.0,205.0,256.0,0.24878048780487805,0.19921875,5
AZA,3,3.0,10.0,13.0,0.3,0.23076923076923078,5
AZO,3,28.0,195.0,223.0,0.14358974358974358,0.12556053811659193,3
BDL,3,283.0,1207.0,1490.0,0.23446561723280862,0.18993288590604027,5
BFF,3,9.0,43.0,52.0,0.20930232558139536,0.17307692307692307,4
BFL,3,25.0,155.0,180.0,0.16129032258064516,0.1388888888888889,3
BGM,3,16.0,63.0,79.0,0.25396825396825395,0.20253164556962025,5
BGR,3,50.0,192.0,242.0,0.2604166666666667,0.2066115702479339,5
BHM,3,204.0,1042.0,1246.0,0.19577735124760076,0.1637239165329053,4
BIL,3,31.0,209.0,240.0,0.14832535885167464,0.12916666666666668,3
BIS,3,42.0,243.0,285.0,0.1728395061728395,0.14736842105263157,3
BJI,3,4.0,57.0,61.0,0.07017543859649122,0.06557377049180328,2
BLI,3,18.0,158.0,176.0,0.11392405063291139,0.10227272727272728,2
BLV,3,3.0,15.0,18.0,0.2,0.16666666666666666,4
BMI,3,37.0,187.0,224.0,0.19786096256684493,0.16517857142857142,4
BNA,3,574.0,3508.0,4082.0,0.1636259977194983,0.14061734443900048,3
BOI,3,167.0,1029.0,1196.0,0.16229348882410108,0.13963210702341136,3
BOS,3,1270.0,5591.0,6861.0,0.22715077803612949,0.18510421221396298,5
BPT,3,8.0,53.0,61.0,0.1509433962264151,0.13114754098360656,3
BQK,3,15.0,64.0,79.0,0.234375,0.189873417721519,5
BQN,3,25.0,58.0,83.0,0.43103448275862066,0.30120481927710846,5
BRD,3,5.0,45.0,50.0,0.1111111111111111,0.1,2
BRO,3,17.0,192.0,209.0,0.08854166666666667,0.08133971291866028,2
BTR,3,80.0,562.0,642.0,0.1423487544483986,0.12461059190031153,2
BTV,3,148.0,452.0,600.0,0.3274336283185841,0.24666666666666667,5
BUF,3,301.0,1405.0,1706.0,0.21423487544483985,0.1764361078546307,4
BUR,3,224.0,845.0,1069.0,0.2650887573964497,0.20954162768942938,5
BWI,3,546.0,3406.0,3952.0,0.16030534351145037,0.13815789473684212,3
BZN,3,43.0,413.0,456.0,0.10411622276029056,0.09429824561403509,2
CAE,3,63.0,412.0,475.0,0.1529126213592233,0.13263157894736843,3
CAK,3,142.0,423.0,565.0,0.33569739952718675,0.2513274336283186,5
CGI,3,1.0,25.0,26.0,0.04,0.038461538461538464,2
CHA,3,107.0,526.0,633.0,0.20342205323193915,0.16903633491311215,4
CHO,3,84.0,404.0,488.0,0.2079207920792079,0.1721311475409836,4
CHS,3,254.0,1332.0,1586.0,0.1906906906906907,0.1601513240857503,4
CID,3,99.0,635.0,734.0,0.15590551181102363,0.13487738419618528,3
CIU,3,5.0,44.0,49.0,0.11363636363636363,0.10204081632653061,2
CKB,3,11.0,44.0,55.0,0.25,0.2,5
CLE,3,496.0,2619.0,3115.0,0.18938526155021002,0.1592295345104334,4
CLL,3,18.0,182.0,200.0,0.0989010989010989,0.09,2
CLT,3,752.0,5138.0,5890.0,0.14636045153756325,0.12767402376910017,3
CMH,3,480.0,2603.0,3083.0,0.18440261237034192,0.15569250729808629,4
CMI,3,15.0,183.0,198.0,0.08196721311475409,0.07575757575757576,2
CMX,3,9.0,49.0,58.0,0.1836734693877551,0.15517241379310345,4
COD,3,11.0,50.0,61.0,0.22,0.18032786885245902,4
COS,3,109.0,625.0,734.0,0.1744,0.14850136239782016,3
COU,3,14.0,168.0,182.0,0.08333333333333333,0.07692307692307693,2
CPR,3,,1.0,,,,5
CRP,3,68.0,385.0,453.0,0.17662337662337663,0.15011037527593818,3
CRW,3,58.0,321.0,379.0,0.1806853582554517,0.15303430079155672,4
CSG,3,17.0,94.0,111.0,0.18085106382978725,0.15315315315315314,4
CVG,3,493.0,2627.0,3120.0,0.18766653977921582,0.1580128205128205,4
CWA,3,28.0,224.0,252.0,0.125,0.1111111111111111,2
DAB,3,42.0,287.0,329.0,0.14634146341463414,0.1276595744680851,3
DAL,3,561.0,2258.0,2819.0,0.24844995571302037,0.19900673997871585,5
DAY,3,177.0,839.0,1016.0,0.21096543504171633,0.17421259842519685,4
DBQ,3,7.0,78.0,85.0,0.08974358974358974,0.08235294117647059,2
DCA,3,831.0,4412.0,5243.0,0.1883499546690843,0.158497043677284,4
DEN,3,1341.0,7014.0,8355.0,0.1911890504704876,0.16050269299820466,4
DFW,3,999.0,6805.0,7804.0,0.1468038207200588,0.12801127626858022,3
DHN,3,22.0,96.0,118.0,0.22916666666666666,0.1864406779661017,5
DLH,3,29.0,209.0,238.0,0.13875598086124402,0.12184873949579832,2
DRO,3,36.0,186.0,222.0,0.1935483870967742,0.16216216216216217,4
DSM,3,153.0,981.0,1134.0,0.1559633027522936,0.1349206349206349,3
DTW,3,751.0,5056.0,5807.0,0.14853639240506328,0.12932667470294473,3
EAU,3,7.0,54.0,61.0,0.12962962962962962,0.11475409836065574,2
ECP,3,29.0,246.0,275.0,0.11788617886178862,0.10545454545454545,2
EGE,3,75.0,325.0,400.0,0.23076923076923078,0.1875,5
ELP,3,163.0,888.0,1051.0,0.18355855855855857,0.15509039010466222,4
ERI,3,14.0,71.0,85.0,0.19718309859154928,0.16470588235294117,4
ESC,3,5.0,46.0,51.0,0.10869565217391304,0.09803921568627451,2
EUG,3,56.0,269.0,325.0,0.20817843866171004,0.1723076923076923,4
EVV,3,44.0,297.0,341.0,0.14814814814814814,0.12903225806451613,3
EWN,3,28.0,146.0,174.0,0.1917808219178082,0.16091954022988506,4
EWR,3,1404.0,4004.0,5408.0,0.35064935064935066,0.25961538461538464,5
EYW,3,56.0,336.0,392.0,0.16666666666666666,0.14285714285714285,3
FAI,3,24.0,124.0,148.0,0.1935483870967742,0.16216216216216217,4
FAR,3,63.0,466.0,529.0,0.1351931330472103,0.11909262759924386,2
FAT,3,105.0,536.0,641.0,0.1958955223880597,0.16380655226209048,4
FAY,3,58.0,227.0,285.0,0.2555066079295154,0.20350877192982456,5
FCA,3,7.0,39.0,46.0,0.1794871794871795,0.15217391304347827,4
FLG,3,13.0,79.0,92.0,0.16455696202531644,0.14130434782608695,3
FLL,3,930.0,4532.0,5462.0,0.20520741394527803,0.17026730135481508,4
FLO,3,9.0,22.0,31.0,0.4090909090909091,0.2903225806451613,5
FNT,3,36.0,284.0,320.0,0.1267605633802817,0.1125,2
FSD,3,60.0,396.0,456.0,0.15151515151515152,0.13157894736842105,3
FSM,3,30.0,138.0,168.0,0.21739130434782608,0.17857142857142858,4
FWA,3,104.0,458.0,562.0,0.22707423580786026,0.18505338078291814,5
GCC,3,7.0,71.0,78.0,0.09859154929577464,0.08974358974358974,2
GCK,3,4.0,57.0,61.0,0.07017543859649122,0.06557377049180328,2
GEG,3,97.0,565.0,662.0,0.17168141592920355,0.14652567975830816,3
GFK,3,20.0,140.0,160.0,0.14285714285714285,0.125,3
GGG,3,5.0,51.0,56.0,0.09803921568627451,0.08928571428571429,2
GJT,3,6.0,176.0,182.0,0.03409090909090909,0.03296703296703297,1
GNV,3,53.0,264.0,317.0,0.20075757575757575,0.167192429022082,4
GPT,3,51.0,271.0,322.0,0.1881918819188192,0.15838509316770186,4
GRB,3,45.0,369.0,414.0,0.12195121951219512,0.10869565217391304,2
GRI,3,9.0,65.0,74.0,0.13846153846153847,0.12162162162162163,2
GRK,3,20.0,202.0,222.0,0.09900990099009901,0.09009009009009009,2
GRR,3,188.0,1132.0,1320.0,0.16607773851590105,0.14242424242424243,3
GSO,3,161.0,768.0,929.0,0.20963541666666666,0.17330462863293863,4
GSP,3,144.0,696.0,840.0,0.20689655172413793,0.17142857142857143,4
